Title,Genres,SpokenLanguages,Runtime,WatchedDate,Rewatch,ReleaseYear
Excision,"Drama,Horror",English,81,12/09/2021 00:00:00,,2012
Closer,"Drama,Romance",English,104,12/13/2021 00:00:00,,2004
Christine,Drama,English,123,12/15/2021 00:00:00,,2016
Love Liza,"Comedy,Drama",English,90,12/16/2021 00:00:00,,2002
Coming Home in the Dark,"Thriller,Horror",English,93,12/17/2021 00:00:00,,2021
Christmas Break-In,"Family,Drama",English,87,12/19/2021 00:00:00,,2018
London,"Drama,Action,Romance",English,92,12/20/2021 00:00:00,,2005
The Lady from Shanghai,"Crime,Drama,Mystery,Thriller","Cantonese,English",87,12/23/2021 00:00:00,,1947
Arizona,"Comedy,Thriller",English,85,12/26/2021 00:00:00,,2018
Don't Look Up,"Comedy,Science Fiction",English,138,12/29/2021 00:00:00,,2021
Napoleon Dynamite,Comedy,English,95,01/01/2022 00:00:00,,2004
ABCs of Death 2,Horror,"German,English,Arabic,Spanish,French,Hebrew,Japanese,Portuguese",125,01/03/2022 00:00:00,,2014
Raising Victor Vargas,"Drama,Romance","English,Spanish",88,01/05/2022 00:00:00,,2002
Anchorman: The Legend of Ron Burgundy,Comedy,English,95,01/07/2022 00:00:00,,2004
Lost in Translation,"Comedy,Drama,Romance","Japanese,English",102,01/09/2022 00:00:00,Yes,2003
"Girl, Interrupted",Drama,English,127,01/11/2022 00:00:00,,1999
The Killing,"Crime,Drama,Thriller",English,85,01/14/2022 00:00:00,,1956
Spider-Man: No Way Home,"Action,Adventure,Science Fiction","English,Tagalog",148,01/15/2022 00:00:00,,2021
Mr. Peabody & Sherman,"Animation,Adventure,Family",English,92,01/17/2022 00:00:00,,2014
My Man Godfrey,"Comedy,Romance,Drama","English,Russian",95,01/19/2022 00:00:00,,1936
Waitress,"Drama,Comedy,Romance",English,108,01/22/2022 00:00:00,,2007
The House,"Animation,Drama,Comedy,Horror,Fantasy",English,97,01/29/2022 00:00:00,,2022
Day of the Reaper,Horror,English,74,01/29/2022 00:00:00,,1984
"tick, tick... BOOM!","Drama,Music","English,Spanish",120,01/30/2022 00:00:00,,2021
The Asphalt Jungle,"Crime,Drama",English,112,02/06/2022 00:00:00,,1950
Paddington,"Comedy,Adventure,Family",English,96,02/06/2022 00:00:00,,2014
Phantom Thread,"Drama,Romance","English,French",130,02/11/2022 00:00:00,,2017
Let the Right One In,"Horror,Drama",Swedish,115,02/12/2022 00:00:00,,2008
Almost Famous,"Drama,Music",English,122,02/17/2022 00:00:00,,2000
Going in Style,"Crime,Comedy",English,96,02/19/2022 00:00:00,,2017
After Hours,"Comedy,Thriller,Drama",English,97,02/20/2022 00:00:00,Yes,1985
Max Keeble's Big Move,"Comedy,Family",English,86,02/23/2022 00:00:00,,2001
The Lighthouse,"Drama,Fantasy,Thriller,Horror",English,109,02/24/2022 00:00:00,,2019
Cashback,"Drama,Comedy,Romance","English,Spanish",102,02/27/2022 00:00:00,,2006
Booksmart,Comedy,"Mandarin,English,Spanish",102,03/05/2022 00:00:00,,2019
Juno,"Comedy,Drama,Romance",English,96,03/06/2022 00:00:00,,2007
Mission: Impossible,"Adventure,Action,Thriller","English,French,Czech",110,03/13/2022 00:00:00,,1996
Little Miss Sunshine,"Comedy,Drama",English,102,03/13/2022 00:00:00,,2006
Pumpkinhead,"Fantasy,Horror",English,86,03/20/2022 00:00:00,,1988
I Don't Feel at Home in This World Anymore,"Crime,Comedy,Drama,Thriller",English,96,03/20/2022 00:00:00,,2017
Titane,"Drama,Thriller,Horror",French,108,03/26/2022 00:00:00,,2021
Suspiria,"Fantasy,Horror,Thriller,Drama","English,French,German",152,03/27/2022 00:00:00,,2018
Pig,"Drama,Thriller",English,91,03/27/2022 00:00:00,,2021
The Tree of Life,"Drama,Fantasy",English,139,04/02/2022 00:00:00,,2011
Encanto,"Animation,Comedy,Family,Fantasy","English,Spanish",102,04/09/2022 00:00:00,,2021
Super Dark Times,"Drama,Thriller",English,103,04/10/2022 00:00:00,,2017
The Girl with the Dragon Tattoo,"Thriller,Crime,Mystery","English,French",158,04/10/2022 00:00:00,,2011
22 Jump Street,"Crime,Comedy,Action",English,112,04/16/2022 00:00:00,,2014
Black Swan,"Drama,Thriller,Horror","English,French,Italian",108,04/16/2022 00:00:00,,2010
True Grit,"Drama,Adventure,Western",English,110,04/17/2022 00:00:00,,2010
Easy A,Comedy,English,93,04/24/2022 00:00:00,,2010
Last Action Hero,"Adventure,Fantasy,Action,Comedy,Family",English,131,04/25/2022 00:00:00,,1993
The Wolf of Snow Hollow,"Horror,Thriller",English,84,04/30/2022 00:00:00,,2020
Evil Dead Trap,Horror,Japanese,102,05/01/2022 00:00:00,,1988
Portrait of a Lady on Fire,"Drama,Romance","Italian,French",120,05/01/2022 00:00:00,,2019
House of 1000 Corpses,"Horror,Crime",English,89,05/07/2022 00:00:00,Yes,2003
The Other Guys,"Comedy,Action,Crime",English,107,05/07/2022 00:00:00,,2010
I Know What You Did Last Summer,"Horror,Thriller,Mystery",English,101,05/08/2022 00:00:00,,1997
Friday the 13th: The Final Chapter,Horror,English,91,05/13/2022 00:00:00,,1984
Gretel & Hansel,"Fantasy,Horror,Mystery",English,87,05/15/2022 00:00:00,,2020
Dead of Night,"Horror,Mystery,Thriller","French,English",103,05/15/2022 00:00:00,,1945
Touch of Evil,"Crime,Thriller","English,Spanish",111,05/21/2022 00:00:00,Yes,1958
Tully,"Comedy,Drama",English,96,05/28/2022 00:00:00,,2018
Chip 'n Dale: Rescue Rangers,"Animation,Family,Comedy,Adventure,Mystery",English,99,05/29/2022 00:00:00,,2022
Shaun of the Dead,"Horror,Comedy",English,99,05/30/2022 00:00:00,Yes,2004
Small Engine Repair,"Drama,Thriller,Comedy",English,102,06/04/2022 00:00:00,,2021
Candyman,"Horror,Mystery,Thriller","English,French",91,06/05/2022 00:00:00,,2021
Marrowbone,"Thriller,Horror,Drama,Mystery",English,111,06/11/2022 00:00:00,,2017
The Adam Project,"Adventure,Science Fiction",English,106,06/12/2022 00:00:00,,2022
"Parlor, Bedroom and Bath",Comedy,English,73,06/19/2022 00:00:00,,1931
Star Trek: The Motion Picture,"Science Fiction,Adventure,Mystery",English,132,06/19/2022 00:00:00,,1979
Last Night in Soho,"Horror,Mystery,Thriller",English,117,06/25/2022 00:00:00,,2021
American Psycho,"Thriller,Drama,Crime","English,Spanish,Cantonese",102,06/26/2022 00:00:00,Yes,2000
River's Edge,"Crime,Drama",English,99,06/26/2022 00:00:00,,1986
Cabin Fever,Horror,English,93,07/01/2022 00:00:00,,2002
The Bird with the Crystal Plumage,"Horror,Mystery,Thriller",Italian,96,07/05/2022 00:00:00,,1970
Superbad,Comedy,English,113,07/08/2022 00:00:00,,2007
Strangers on a Train,"Crime,Thriller,Mystery","French,English",101,07/09/2022 00:00:00,,1951
Ratcatcher,Drama,English,94,07/17/2022 00:00:00,Yes,1999
Thor: Love and Thunder,"Fantasy,Action,Comedy",English,119,07/18/2022 00:00:00,,2022
Shadow of a Doubt,"Crime,Thriller",English,108,07/24/2022 00:00:00,,1943
Everything Everywhere All at Once,"Action,Adventure,Science Fiction","Cantonese,Mandarin,English",140,07/30/2022 00:00:00,,2022
The Sea Wolf,"Adventure,Drama",English,100,07/30/2022 00:00:00,,1941
Vertigo,"Mystery,Romance,Thriller",English,128,07/31/2022 00:00:00,Yes,1958
Everything Everywhere All at Once,"Action,Adventure,Science Fiction","Cantonese,Mandarin,English",140,08/02/2022 00:00:00,Yes,2022
Nope,"Horror,Mystery,Science Fiction,Thriller",English,130,08/06/2022 00:00:00,,2022
Midsommar,"Horror,Drama,Mystery","English,Swedish",147,08/06/2022 00:00:00,Yes,2019
Not Okay,"Comedy,Drama",English,100,08/07/2022 00:00:00,,2022
The Mist,"Horror,Science Fiction,Thriller",English,126,08/07/2022 00:00:00,,2007
Happy Gilmore,Comedy,English,92,08/13/2022 00:00:00,,1996
Prey,"Thriller,Action,Science Fiction","English,French",100,08/14/2022 00:00:00,,2022
Army of Darkness,"Fantasy,Horror,Comedy",English,81,08/14/2022 00:00:00,,1992
Honor Society,Comedy,English,97,08/17/2022 00:00:00,,2022
Furious 7,"Action,Thriller,Crime,Adventure","Arabic,English,Spanish,Thai",137,08/20/2022 00:00:00,,2015
The Saphead,"Drama,Comedy",No Language,77,08/21/2022 00:00:00,,1920
Licorice Pizza,"Drama,Comedy","Japanese,Portuguese,English",133,08/21/2022 00:00:00,,2021
Three Ages,"Drama,Comedy",No Language,64,08/27/2022 00:00:00,,1923
Deliverance,"Drama,Adventure,Thriller",English,109,08/27/2022 00:00:00,,1972
The Great Lie,Drama,English,108,08/28/2022 00:00:00,,1941
Our Hospitality,"Comedy,Romance",No Language,73,09/03/2022 00:00:00,,1923
Three Thousand Years of Longing,"Fantasy,Drama,Romance","English,Turkish",108,09/03/2022 00:00:00,,2022
The Blob,"Horror,Science Fiction",English,86,09/03/2022 00:00:00,Yes,1958
"All This, and Heaven Too","Drama,Romance","French,English",141,09/04/2022 00:00:00,,1940
Maniac,Horror,English,87,09/10/2022 00:00:00,,1980
Waitress,"Drama,Comedy,Romance",English,108,09/11/2022 00:00:00,Yes,2007
An American Werewolf in London,"Horror,Comedy",English,97,09/17/2022 00:00:00,,1981
The Navigator,"Comedy,Romance",No Language,65,09/17/2022 00:00:00,,1924
Carnival of Souls,"Horror,Mystery",English,78,09/18/2022 00:00:00,,1962
Teenage Mutant Ninja Turtles,"Science Fiction,Action,Adventure,Comedy,Family","French,English",93,09/18/2022 00:00:00,,1990
Do Revenge,Comedy,English,118,09/24/2022 00:00:00,,2022
The Conjuring 2,"Horror,Thriller",English,134,09/24/2022 00:00:00,Yes,2016
The Darjeeling Limited,"Adventure,Drama,Comedy","English,Hindi,German,Tibetan",91,09/25/2022 00:00:00,,2007
Go West,"Comedy,Western",No Language,69,09/25/2022 00:00:00,,1925
Force Majeure,Drama,"French,Norwegian,Swedish,English",120,10/01/2022 00:00:00,,2014
Psycho,"Horror,Drama,Thriller",English,109,10/01/2022 00:00:00,Yes,1960
They Drive by Night,"Crime,Drama,Thriller",English,95,10/08/2022 00:00:00,,1940
Halloween,"Horror,Thriller",English,106,10/09/2022 00:00:00,,2018
The Thing,"Horror,Mystery,Science Fiction","English,Norwegian",109,10/09/2022 00:00:00,Yes,1982
Spring Breakers,"Drama,Crime",English,94,10/13/2022 00:00:00,Yes,2012
Blow Out,"Crime,Drama,Mystery,Thriller",English,108,10/15/2022 00:00:00,Yes,1981
Chronicle,"Science Fiction,Drama,Thriller",English,84,10/16/2022 00:00:00,,2012
Clear and Present Danger,"Action,Drama,Thriller",English,141,10/16/2022 00:00:00,,1994
X,"Horror,Mystery,Thriller",English,106,10/22/2022 00:00:00,,2022
Red Rocket,"Comedy,Drama",English,130,10/22/2022 00:00:00,,2021
Dressed to Kill,"Mystery,Thriller,Horror",English,105,10/23/2022 00:00:00,,1980
Breakfast at Tiffany's,"Comedy,Romance","English,Portuguese",114,10/29/2022 00:00:00,,1961
Spun,"Comedy,Crime,Drama",English,101,10/29/2022 00:00:00,,2002
Gonjiam: Haunted Asylum,"Horror,Mystery",Korean,94,10/30/2022 00:00:00,,2018
Dead End,"Crime,Drama",English,93,11/05/2022 00:00:00,,1937
Swing Time,"Comedy,Music,Romance",English,103,11/05/2022 00:00:00,,1936
After Hours,"Comedy,Thriller,Drama",English,97,11/06/2022 00:00:00,Yes,1985
Saboteur,Thriller,English,108,11/12/2022 00:00:00,,1942
The Fog,Horror,English,89,11/12/2022 00:00:00,,1980
The Crazies,"Action,Horror,Thriller,Science Fiction",English,103,11/19/2022 00:00:00,,1973
The Incredible Shrinking Man,"Drama,Science Fiction,Horror",English,81,11/19/2022 00:00:00,Yes,1957
Paris Je T'aime,"Drama,Romance","Spanish,French,English,Mandarin,Arabic",120,11/20/2022 00:00:00,,2006
He Walked by Night,"Drama,Thriller,Crime",English,79,11/20/2022 00:00:00,,1948
"Faster, Pussycat! Kill! Kill!","Action,Crime,Comedy",English,84,11/26/2022 00:00:00,,1965
The Wonder,"Mystery,Thriller,Drama",English,109,11/27/2022 00:00:00,,2022
Solaris,"Drama,Science Fiction,Mystery",Russian,167,11/27/2022 00:00:00,Yes,1972
Black Panther: Wakanda Forever,"Action,Adventure,Science Fiction","English,French,Haitian; Haitian Creole,Spanish,Xhosa",162,12/01/2022 00:00:00,,2022
Enola Holmes 2,"Mystery,Adventure,Comedy,Crime","English,Spanish",129,12/03/2022 00:00:00,,2022
Night of the Living Dead,"Horror,Science Fiction,Drama",English,96,12/03/2022 00:00:00,Yes,1968
Crimes of the Future,"Drama,Horror,Science Fiction","English,French",107,12/04/2022 00:00:00,,2022
Midnight,Thriller,"Sinhalese,Korean",103,12/04/2022 00:00:00,,2021
Children Shouldn't Play with Dead Things,"Horror,Comedy",English,86,12/10/2022 00:00:00,,1972
28 Weeks Later,"Horror,Thriller,Science Fiction",English,100,12/11/2022 00:00:00,,2007
Guillermo del Toro's Pinocchio,"Animation,Fantasy,Drama","English,Italian",117,12/11/2022 00:00:00,,2022
Memories of Murder,"Crime,Drama,Thriller","Korean,English",131,12/17/2022 00:00:00,,2003
How the Grinch Stole Christmas,"Family,Comedy,Fantasy",English,104,12/17/2022 00:00:00,Yes,2000
Moonstruck,"Comedy,Drama,Romance","English,Italian",102,12/18/2022 00:00:00,,1987
Elf,"Comedy,Family,Fantasy",English,97,12/18/2022 00:00:00,Yes,2003
Naughty Marietta,"Music,Romance,Drama",English,103,12/19/2022 00:00:00,,1935
Glass Onion: A Knives Out Mystery,"Mystery,Thriller,Comedy",English,140,12/31/2022 00:00:00,,2022
Dawn of the Dead,Horror,English,127,01/01/2023 00:00:00,Yes,1978
Bullet Train,"Action,Comedy,Thriller","Japanese,English,Russian,Spanish",127,01/01/2023 00:00:00,,2022
The Black Phone,"Horror,Thriller","German,English",103,01/07/2023 00:00:00,,2021
The 'Burbs,"Comedy,Horror,Thriller",English,102,01/07/2023 00:00:00,,1989
Dope,"Crime,Drama,Comedy",English,103,01/08/2023 00:00:00,,2015
Frances Ha,"Comedy,Drama",English,86,01/08/2023 00:00:00,,2012
Now You See Me,"Thriller,Crime","French,English",116,01/11/2023 00:00:00,,2013
Friday the 13th: A New Beginning,"Horror,Mystery",English,92,01/13/2023 00:00:00,,1985
God Told Me To,"Crime,Horror,Science Fiction,Mystery,Thriller",English,91,01/14/2023 00:00:00,,1976
Everything Everywhere All at Once,"Action,Adventure,Science Fiction","Cantonese,Mandarin,English",140,01/14/2023 00:00:00,Yes,2022
Killer Klowns from Outer Space,"Comedy,Horror,Science Fiction",English,88,01/21/2023 00:00:00,,1988
El Mariachi,"Action,Crime,Thriller",Spanish,81,01/21/2023 00:00:00,,1992
In the Heat of the Night,"Crime,Drama,Mystery,Thriller",English,109,01/22/2023 00:00:00,,1967
Dazed and Confused,Comedy,English,102,01/22/2023 00:00:00,Yes,1993
Escape from New York,"Science Fiction,Action",English,99,01/27/2023 00:00:00,,1981
Serpico,"Crime,History,Drama,Action","English,Italian,Spanish",130,01/28/2023 00:00:00,,1973
Halloween Kills,"Horror,Thriller",English,105,01/29/2023 00:00:00,,2021
Tales from the Darkside: The Movie,"Thriller,Comedy,Fantasy,Horror",English,93,01/29/2023 00:00:00,,1990
"O Brother, Where Art Thou?","Adventure,Comedy,Crime",English,107,02/04/2023 00:00:00,,2000
Blue Velvet,"Drama,Crime,Mystery,Thriller",English,120,02/04/2023 00:00:00,Yes,1986
Thelma & Louise,"Drama,Thriller,Crime,Adventure",English,130,02/05/2023 00:00:00,,1991
Devil in a Blue Dress,"Thriller,Crime,Drama,Mystery",English,102,02/05/2023 00:00:00,,1995
Now You See Me 2,"Crime,Thriller,Action,Mystery","Cantonese,Mandarin,English",129,02/08/2023 00:00:00,,2016
A Quiet Place,"Horror,Drama,Science Fiction",English,91,02/10/2023 00:00:00,,2018
V for Vendetta,"Action,Thriller,Science Fiction",English,132,02/11/2023 00:00:00,,2005
The French Dispatch,"Comedy,Drama,Romance","English,French",108,02/17/2023 00:00:00,,2021
Sicario,"Action,Crime,Thriller","Spanish,English",122,02/18/2023 00:00:00,,2015
The Unbearable Weight of Massive Talent,"Action,Comedy,Crime","Spanish,English",107,02/18/2023 00:00:00,,2022
Halloween Ends,"Horror,Thriller",English,111,02/19/2023 00:00:00,,2022
The Iron Rose,Horror,French,80,02/19/2023 00:00:00,,1973
Smile,"Horror,Mystery,Thriller",English,115,02/25/2023 00:00:00,,2022
GoodFellas,"Drama,Crime","Italian,English",145,02/25/2023 00:00:00,Yes,1990
The Relic,"Horror,Mystery,Thriller",English,110,02/26/2023 00:00:00,,1997
Minority Report,"Action,Thriller,Science Fiction,Mystery","English,Swedish",145,02/26/2023 00:00:00,,2002
The Devil's Backbone,"Fantasy,Drama,Horror,Thriller",Spanish,108,03/04/2023 00:00:00,,2001
Ink,"Action,Fantasy",English,106,03/04/2023 00:00:00,,2009
21 Jump Street,"Action,Comedy,Crime",English,109,03/05/2023 00:00:00,,2012
Duck Soup,"Comedy,War",English,69,03/05/2023 00:00:00,,1933
